adult,belongs_to_collection,budget,genres,homepage,id,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count
False,,0,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",,313653,tt4019578,en,Rege,"A college teen named Rege slowly becomes engulfed in the criminal underworld when he crosses the path of a mysterious small-time gangster named ""M Bhai"".",0.108772,/9bF51qjrtnWGdOam74hRIOm4LRF.jpg,[],"[{'iso_3166_1': 'IN', 'name': 'India'}]",2014-08-15,0,0,[],Released,,Rege,False,8,1
False,,0,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",,254725,tt3021806,en,Time Please,"Time Please is a Marathi film released on July 26, 2013. This film is directed by Sameer Vidwans and produced by Pratisaad Productions &amp; 24 Carat Entertainment.",0.09416,,"[{'name': 'Everest Entertainment', 'id': 10892}]","[{'iso_3166_1': 'IN', 'name': 'India'}]",2013-07-26,0,132,"[{'iso_639_1': 'mr', 'name': ''}]",Released,,Time Please,False,0,0
False,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}]",,304134,tt3319518,mr,Zapatlela 2,"Tatya Vinchu comes back to life after 20 years, and now wants to migrate into the body of Lakshya's son.",0.011057,/ltn9THTI8SX7jr7t65GRK4vXv6p.jpg,"[{'name': 'Select Media Holdings- Moving Pictures', 'id': 27621}]","[{'iso_3166_1': 'IN', 'name': 'India'}]",2013-06-07,0,0,"[{'iso_639_1': 'mr', 'name': ''}]",Released,,Zapatlela 2,False,0,0
False,,380000,"[{'id': 35, 'name': 'Comedy'}]",https://en.wikipedia.org/wiki/Shikshanachya_Aaicha_Gho,114564,tt2321513,en,Shikshanachya Aaicha Gho,"Shikshanacha Aaicha Gho is a 2010 Indian Marathi film directed by Mahesh Manjrekar starring Sachin Khedekar, Bharat Jadhav, Saksham Kulkarni, Gauri Vaidya, Siddharth Jadhav and Kranti Redkar. The film was released on 15 January 2010.[2] Films music composed by trio Ajit-Atul-Sameer. After Astitva with 9 years long gap Mahesh Manjrekar directed Marathi film.This film was later remade in Tamil &amp; Telugu as Dhoni and in Bengali as ""Chalo Paltai"" starring Prosenjit Chatterjee.",0.043519,/9ibJMWTtRetP95npgHlY7I0mT73.jpg,[],"[{'iso_3166_1': 'IN', 'name': 'India'}]",2010-01-15,520000,0,"[{'iso_639_1': 'mr', 'name': ''}]",Released,,Shikshanachya Aaicha Gho,False,8,1
False,,0,"[{'id': 35, 'name': 'Comedy'}]",http://en.wikipedia.org/wiki/Agadbam,337456,tt2606516,mr,Agadbam,"The Devkule family comprises of various ""interesting"" characters. A visually impaired Grandmother, who doesn't want to accept her condition but always wears glasses and pretends that she can see everything, Raiba's father who is long dead, keep's making appearances to remind his wife about the promise he made his friend while he was alive. Paru alias Parvati Tai, who despite having proper sight, is a victim of blind faith. Apart from being a possessive mother she keeps arguing with her son regarding marriage. The jewel in the crown of Devkule family is Raiba, the most eligible bachelor; he is ready to tie the knot with any girl but his aspirations are very high. He wishes for a spacious house, a big car and a fat salary. What happens when he gets everything HUGE in life? The drama unfolds when Raiba's large dreams come true because of his father's promise.",0.006053,,"[{'name': 'RK Entertainment', 'id': 52120}]","[{'iso_3166_1': 'IN', 'name': 'India'}]",2010-10-08,0,0,"[{'iso_639_1': 'mr', 'name': ''}]",Released,,Agadbam,False,0,0
False,,0,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",,77745,tt2343847,mr,झेंडा,"Zenda (Marathi: झेंडा) is 2010 Indian Marathi film directed by Avdhoot Gupte and starring Santosh Juvekar. Avdhoot Gupte himself composed the music for the film. The film depicts the journey of four young ambitious scholars to succeed in life and the impact of a split in a major political party on their journey. Zenda depicts a feud between two cousins in rival political parties, inspired by the real-life feud between Raj Thackeray, chief of Maharashtra Navnirman Sena (MNS) and his cousin, Uddhav Thackeray, Executive President of Shiv Sena. Avdhoot Gupte however believes that it is more about the Marathi youth, with just a couple of characters in the movie representing Uddhav Thackeray and Raj Thackeray. The film was released in early 2010, in theatres across Maharashtra state.",0.331763,/bXNDSDGT2vIjxmUTXZ7UdBiZNSf.jpg,"[{'name': 'Everest Entertainment', 'id': 10892}]","[{'iso_3166_1': 'IN', 'name': 'India'}]",2009-01-08,0,0,"[{'iso_639_1': 'mr', 'name': ''}]",Released,,Zenda,False,6,1
False,,0,"[{'id': 35, 'name': 'Comedy'}]",,30065,tt1213838,mr,Valu,A Forest officer send in a small village to catch a wild bull. He met different people and with help of them he tries to catch the Bull.,0.004461,/zcDDJRddBdsEgZ5JzdQGxJMRQPq.jpg,[],"[{'iso_3166_1': 'IN', 'name': 'India'}]",2008-01-01,0,123,"[{'iso_639_1': 'mr', 'name': ''}]",Released,,The Wild Bull,False,0,0
False,,0,"[{'id': 35, 'name': 'Comedy'}]",,302472,tt0233562,mr,Dhadakebaaz,"Lakshya finds a bottle, which has Gangaram trapped in it who is his lookalike. He promises to make everything possible with the sand in the bottle, but once the sand is over he will be free to go.",0.000011,,[],"[{'iso_3166_1': 'IN', 'name': 'India'}]",1990-01-01,0,2,"[{'iso_639_1': 'mr', 'name': ''}]",Released,,Dhadakebaaz,False,0,0
False,,0,"[{'id': 10402, 'name': 'Music'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]",,20622,tt0063404,hi,Padosan,Bhola (Sunil Dutt) falls in love with his new neighbor Bindu (Saira Banu) and tries to woo her with his singing abilities.  Only problem is Bhola is an awful singer and so he takes help from his actor friends and creates an elaborate ruse to woo Bindu.  Padosan is an iconic movie of Hindi Cinema and a must-watch.,0.236517,/pzuSFsirx8br6sdae5bncmQRCQb.jpg,"[{'name': 'Mehmood Productions', 'id': 64321}]","[{'iso_3166_1': 'IN', 'name': 'India'}]",1968-11-29,0,157,"[{'iso_639_1': 'hi', 'name': 'हिन्दी'}]",Released,A simple man enlists the help of his musical-theater friends to woo the lovely girl-next-door away from her music teacher.,Padosan,False,6.4,4
False,,0,"[{'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",,166874,tt0064506,ab,Ittefaq,"Taking place almost entirely over the course of one stormy night, a woman is terrified when an accused murderer escapes from a mental hospital and seeks refuge in her home.",0.001202,/bUddq0jTT0wnuqpL6tnbzKokG9P.jpg,"[{'name': 'B.R. Films', 'id': 28520}]","[{'iso_3166_1': 'IN', 'name': 'India'}]",1969-10-04,0,104,"[{'iso_639_1': 'hi', 'name': 'हिन्दी'}]",Released,,Coincidence,False,0,0
False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,21466,tt0066070,hi,Mera Naam Joker,"Raju is a joker, a clown. It is what he is and what he always shall be. As his life story unfolds in three chapters, from his school days to the circus to the streets, he must always make people laugh and be happy, no matter how unhappy he is within. Along the way, Raju loves and loses, but must always keep a smile on his face because, in the words of his circus manager, ""The show must go on.""",0.621181,/uykKlWCtgy0x04R3WohvvV5mE9g.jpg,"[{'name': 'R.K. Films Ltd.', 'id': 5307}]","[{'iso_3166_1': 'IN', 'name': 'India'}]",1970-12-18,0,224,"[{'iso_639_1': 'hi', 'name': 'हिन्दी'}]",Released,,Mera Naam Joker,False,10,3
False,,0,[],,304701,tt0272118,en,Haathi Mere Saathi,"Orphaned Raju, in the company of four elephants, has to perform with them at street corners, in order to keep alive. Slowly he amasses a fortune, and is able to build his own private zoo, housing tigers, lions, bears, and of course the four elephants. He treats all the animals as his friends. He meets with Tanu, and both fall in love. Tanu's dad, Ratanlal, is opposed to this alliance, but subsequently relents, and permits the young couple to get married. Tanu is unhappy with the amount of time Raju spends with his animal friends, and this causes some bitterness between them. Things do not improve when a child is born, as Tanu fears that one day the child will be harmed by one of the animals, and hence Raju is told to make a choice between his animal friends or his wife and son.",0.074215,/8XTKEFa0mHpL7iAi4UTolUs7kfa.jpg,"[{'name': 'Devar Films', 'id': 84995}]","[{'iso_3166_1': 'IN', 'name': 'India'}]",1971-05-01,0,0,[],Released,,Haathi Mere Saathi,False,7.5,2
False,,0,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",,159365,tt0071205,hi,बेनाम,"After helping a stabbing victim to the hospital, a man begins to receive anonymous threats. The only way to save his wife and child is to unravel the mystery of the killer's identity.",0.000001,/kY77PmyRlDk09M2JoHbnieb4JcP.jpg,"[{'name': 'Ranjit Films', 'id': 89730}]","[{'iso_3166_1': 'IN', 'name': 'India'}]",1974-10-18,0,117,"[{'iso_639_1': 'hi', 'name': 'हिन्दी'}]",Released,,Benaam,False,0,0
False,,0,"[{'id': 27, 'name': 'Horror'}]",,303966,tt0245977,hi,Jadu Tona,A family is plagued by the vengeful spirit of a murdered man who uses the body of an innocent child to enact his revenge.,0.00006,/f49mXzo1v1ddLmK8j9OoxLimnbi.jpg,[],"[{'iso_3166_1': 'IN', 'name': 'India'}]",1977-01-01,0,0,"[{'iso_639_1': 'hi', 'name': 'हिन्दी'}]",Released,,Black Magic,False,0,0
False,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,44059,tt0157339,hi,Baton Baton Mein,"Rosie Perreira is an overly anxious widow, living with her guitar-obsessed son, Sabhi, and a lovely daughter, Nancy, who she would like to get married to a wealthy young man. Her helpful neighbor, Tom, introduces a young eligible Tony Braganza to Nancy in the 9:10 AM Western Railway local train from Bandra to Churchgate. Tom also asks Nancy to introduce Tony to Rosie, which she does. Rosie is initially apprehensive about him as he only drawing a mere Rs.300/ compared to Nancy's Rs.700/-, but soon changes her mind when she finds out that after his probationary period he will draw a monthly pay of Rs.1000/-. Nancy and Tom are permitted to meet and both eventually fall in love. While Nancy wants to follow her mother's directions and get married, Tony is hesitant, and this is what costs him Nancy's love, as she starts to feel that he will not come through with the marriage. And soon Rosie starts looking elsewhere for a son-in-law, while Tony is still reluctant to make any commitments.",0.032319,/AjTFiywqri297RuSVMooE7W6AAl.jpg,"[{'name': 'Cineye Films', 'id': 81915}]","[{'iso_3166_1': 'IN', 'name': 'India'}]",1979-04-13,0,113,"[{'iso_639_1': 'hi', 'name': 'हिन्दी'}]",Released,,Baton Baton Mein,False,5.3,3
False,,0,"[{'id': 10749, 'name': 'Romance'}, {'id': 9648, 'name': 'Mystery'}, {'id': 28, 'name': 'Action'}, {'id': 27, 'name': 'Horror'}]",,241174,tt0079355,hi,Jaani Dushman,"Jwala Prasad is to marry the girl of his dreams. On the day of the marriage, she is dressed all in red, as is the tradition in India. Just before the wedding she slips off to meet her real lover. When Jwala finds out, be is so enraged at he turns into a monster and kills both the to-be bride and her male friend. The saga does not end here, and this monster continues to terrorize the region, first abducting brides dressed in red just before the wedding procession stops at a Mandir (temple).",0.034545,/9g9fzmpUi0Mkts8nilErVbDIpvo.jpg,"[{'name': 'Shankar Films', 'id': 43631}]","[{'iso_3166_1': 'IN', 'name': 'India'}]",1979-05-22,0,154,"[{'iso_639_1': 'hi', 'name': 'हिन्दी'}]",Released,,Beloved Enemy,False,5,2
False,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",,60730,tt0244585,hi,Khubsoorat,"Nirmala Gupta runs her household and family in a very strict and authoritarian manner. While most of her family resents this, they do obey her and carry out her instructions, so as to be on her good side. Things start to change after her second son gets married to Anju. Manju, Anju's sister, comes over to stay for a few days with the Gupta family, and is accepted by everyone except Nirmala. Nirmala's third son intends to marry Manju. But Manju does not like the manner in which his mom bosses everyone, and feels some changes are needed in the Gupta household",0.114394,/czx79eDGsiOAiefAVuiEgTqYuwB.jpg,"[{'name': 'Rupam Chitra', 'id': 64339}]","[{'iso_3166_1': 'IN', 'name': 'India'}]",1980-02-26,0,126,"[{'iso_639_1': 'hi', 'name': 'हिन्दी'}]",Released,,Khubsoorat,False,5.7,3
False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",,366120,tt0156014,hi,Red Rose,"Anand lives a wealthy lifestyle in Bombay in a palatial house, and runs a business 'Export India'. While shopping at Roopsagar Clothing Store, he meets one of the Sales Clerks', Sharda, and falls in love with her. Shortly thereafter he proposes to her, she accepts, and both marry at the Registrar of Marriages. Sharda is shown around Anand's house, and the guest-house which houses his ex-convict father. Sharda soon settles in, establishes a Devi Maa Durga Mandir, but will find her life turning upside down when she discovers a deadly secret from Anand's past.",0.421404,/5fNWdetb0sJ60dFjXSX6O4tEhXm.jpg,"[{'name': 'Guarav Arts', 'id': 66834}]","[{'iso_3166_1': 'IN', 'name': 'India'}]",1980-05-23,0,125,"[{'iso_639_1': 'hi', 'name': 'हिन्दी'}]",Released,,Red Rose,False,0,0
False,,0,"[{'id': 27, 'name': 'Horror'}]",,353813,tt0253618,hi,Saboot,"Seth Dharamdas(Trilok Kapoor) is a wealthy businessman. Dharamdas decides to sell one of his factories to Dhanraj(Prem Chopra). Dhanraj tells this to Ajit Roy(Om Shivpuri), his partner, who has plans of his own. However, circumstances make Dharamdas change his mind and he decides to cancel this deal. Dhanraj doesn't want this deal be cancelled and hence bribes Dharamdas's trusted employees into killing him.  The quartet corner Dharamdas in a train and kill him after they get his sign over some crucial papers. They dispose off the dead body, making people think that Dharamdas has gone missing. But when the matter cools down, the villains start dying under mysterious circumstances. The investigation is handed over to the police. But is the killer a human, or has Dharamdas returned to exact his revenge?",0.017433,/uxUkx7MJj9IeShijTNxz6wvKJ72.jpg,"[{'name': 'Bharath Pictures', 'id': 39699}, {'name': 'Abbasi Bros.', 'id': 92996}]","[{'iso_3166_1': 'IN', 'name': 'India'}]",1980-08-09,0,132,"[{'iso_639_1': 'hi', 'name': 'हिन्दी'}]",Released,,Saboot,False,0,0
False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",,84693,tt0082796,hi,नरम गरम,"Ramprasad is appointed as a house-keeper for Bhavani Shankar Bajpai's ancestral home, won after a hard-fought legal battle.  Ramprasad wants to marry Kusum but cannot as he doesn't earn enough or has a decent place to live.  Circumstances change and Kusum and her father come and live in the Bhavani Shankar's ancestral home.  Bhavani Shankar, his brother and Bhavani Shankar's manager come one by one to evict the trespassers and are infatuated by Kusum.  Ramprasad somehow manages to deal with all of them and marries Kusum after assurances to better pay and a nice place to live.",0.31086,/q3yjZgjLPasCodHEL09ccR82maK.jpg,"[{'name': 'Film Group', 'id': 22650}]","[{'iso_3166_1': 'IN', 'name': 'India'}]",1981-02-28,0,133,"[{'iso_639_1': 'hi', 'name': 'हिन्दी'}]",Released,An impoverished employee tries to prevent his superiors and employers from marrying his sweetheart.,Naram Garam,False,4.8,2
False,,14000,"[{'id': 35, 'name': 'Comedy'}]",,25499,tt0085743,hi,जाने भी दो यारों,"Two zanies open a photography studio. They score a partnership with a gossip magazine that suddenly thrusts them into a world of corruption, murder, and hijinks.",1.403423,/vEJK9jwJhOSAuHvDyPXNcrxerEv.jpg,"[{'name': 'National Film Development Corporation of India', 'id': 503}]","[{'iso_3166_1': 'IN', 'name': 'India'}]",1983-08-12,0,132,"[{'iso_639_1': 'hi', 'name': 'हिन्दी'}]",Released,,"Just Let It Go, Friends",False,7.4,14
False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",,21462,tt0085913,hi,Masoom,"D.K. Malhotra lives a comfortable lifestyle with his wife, Indu, and two school-going daughters, Pinky and Minni. He works in the office of an Architect. One day while the family is relaxing, D.K. gets a phone call that results in him bringing home a young school-going boy by the name of Rahul. Indu is shocked to learn that Rahul is D.K.'s son from another woman, Bhavana, who is no more. D.K. does his best to make Rahul comfortable, but fails. Rahul also feels that Indu does not really like him, though Pinky and Minni have taken to him in a big way. Finally, D.K. decides to admit Rahul in a boarding school in far off Nainital. Rahul reluctantly goes along with this new-found uncle/friend. It is when Rahul is asked to put his papers together for school that Rahul finds out that D.K. is his biological father. Watch what happens when Rahul disappears from D.K.'s house, and the impact this has on D.K., Indu, and her two daughters.",0.693724,/3ME7VWH466oJPwbd57teJWGq44J.jpg,"[{'name': 'Krsna Films Unit', 'id': 64785}]","[{'iso_3166_1': 'IN', 'name': 'India'}]",1983-01-10,0,165,"[{'iso_639_1': 'hi', 'name': 'हिन्दी'}]",Released,Can this boy destroy your family?,Masoom,False,4.2,3
False,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,54256,tt0086170,hi,Rang Birangi,"Sparkling comedy about a meddling friend whose attempt to rekindle the spark in his friend's relationship with his wife of seven years leads to complications to their lives, and to the lives of his secretary and her boyfriend he has not 'scripted' ... Splendid performances by Amol Palekar, Deepti Naval, Parveen Babi and Farooq Shaikh, a perfectly pitched script, witty dialogue and a plethora of aptly placed film references make this a film one can watch over and over and never fail to laugh out loud.",0.046196,/wvTDSdTdokuMoTjEu5upxJRjZ8I.jpg,"[{'name': 'Rajvi Pictures', 'id': 64776}]","[{'iso_3166_1': 'IN', 'name': 'India'}]",1983-04-23,0,175,"[{'iso_639_1': 'hi', 'name': 'हिन्दी'}]",Released,,Rang Birangi,False,4.8,2
False,,0,"[{'id': 27, 'name': 'Horror'}]",,122895,tt0253514,hi,Purana Mandir,"Suman lives a wealthy lifestyle along with her widower dad, Thakur Ranvir Singh, and an unmarried aunt, Damyanti, in a palatial house in Bombay. They are direct descendants of Raja Hariman Singh of Bijapur. When Ranvir finds out that Suman is in love with a middle-classed male, Sanjay, he expresses displeasure and forbids her to ever see him again. When she persists, he tells her that there is a curse on the entire family - a curse that was inflicted 200 years ago by a blood-thirsty, flesh-eating demon named Samri.",0.129807,/4Qt31RPxuTp9noBR3efSbemh65I.jpg,"[{'name': 'Ramsay Productions', 'id': 9259}]","[{'iso_3166_1': 'IN', 'name': 'India'}]",1984-10-15,0,144,"[{'iso_639_1': 'hi', 'name': 'हिन्दी'}]",Rumored,,The Old Temple,False,4,1
False,,0,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",,188719,tt0089413,en,Khamosh,"Khamosh is 1985 Indian thriller directed and produced by Vidhu Vinod Chopra. The film starred Bollywood actors such as Naseerudin Shah, Shabana Azmi, Amol Palekar, Soni Razdan and Pankaj Kapoor. It, however, did not do well at the box office. The film became notable for actors Amol Palekar, Soni Razdan and Shabana Azmi portraying fictional versions of themselves. It is a suspense movie, wherein the murderer is among the group of people living together in a hotel, and the actual murderer is well hidden in the plot until the very end.",0.522812,/3IcV8Mg3Zusk1em7nvcFF1xbfQ9.jpg,[],"[{'iso_3166_1': 'IN', 'name': 'India'}]",1985-01-01,0,102,"[{'iso_639_1': 'hi', 'name': 'हिन्दी'}, {'iso_639_1': 'en', 'name': 'English'}]",Released,Classic whodunit,Khamosh,False,7.5,1
False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 10749, 'name': 'Romance'}]",,96112,tt0266260,hi,Arjun,"Mr. Malwankar lives a small tenement in Grant Road, Bombay, with his son, Arjun, daughter, Sudha, and wife, Rukmini, who is his second wife, as his first wife passed away. Although he is well past his retirement age, he continues to work for an abusive employer, Ashok. Arjun's attempts at seeking employment are all in vain. One day when hoodlums are beating up a man, he intervenes, beats the hoodlums up with the help of half of his friends. This is when his life changes forever. One of his friends', Mohan, is killed; Arjun finds out who the killers are, and kills them in broad daylight; he is arrested, and subsequently released, only to be told by his father that he is no longer welcome. A politician, Shiv Kumar Chougule, takes a liking to Arjun and employs him, and gives him all the support and assistance he needs to fight hoodlums. Arjun now finds he has a mission in life, and is quite content",0.000603,/w9hSDXa1YraOu9Nvt59BPzLGYsI.jpg,[],"[{'iso_3166_1': 'IN', 'name': 'India'}]",1985-04-20,0,0,"[{'iso_639_1': 'hi', 'name': 'हिन्दी'}]",Released,,Arjun,False,5.3,3
False,,0,"[{'id': 10749, 'name': 'Romance'}, {'id': 28, 'name': 'Action'}]",,170845,tt0091328,hi,Karma,"When senior police inspector Vishwa Pratap Singh arrests Dr. Michael Dang, the leader of the international terrorist group PSO, the group blast the jail Dang is lodged in killing huge numbers of inmates including two of Vishwa's sons and his daughter-in-law; with Dang escaping in the process. Vishwa, who now calls himself Dada Thakur, is determined to put an end to Dang and his PSO gang. He enlists three death row inmates, Baiju Thakur, Johnny and former terrorist Khairuddin Kisti, Thakur personally trains to become disciplined fugitive hunters, and sets out to avenge his family's slaughter.",0.076367,/jZPO5xm3xstdA2DOZny1wrfp2kX.jpg,"[{'name': 'Mukta Arts Ltd', 'id': 3725}]","[{'iso_3166_1': 'IN', 'name': 'India'}]",1986-02-23,0,194,"[{'iso_639_1': 'hi', 'name': 'हिन्दी'}]",Released,Fight against terrorism!,Karma,False,7.5,2
False,,0,"[{'id': 27, 'name': 'Horror'}]",,228650,tt0260411,hi,तहखाना,"A dying Thakur Surjeet Singh bequeaths the entire estate to his son, Raghuvir, disowning the other, Dhurjan, the family's black sheep, who also indulges in black magic. The latter swears to use magical powers to usurp the estate, and even arranges the abduction of Raghuvir's daughters, Sapna and Aarti. Mangal and his men manage to apprehend Dhurjan, imprison him in a dungeon, and rescue Aarti. However, they are unable to locate Sapna, and Raghuvir gets killed. Before dying, he informs Mangal that Sapna has one of two pieces of a locket around her neck, while the other is on Aarti's, and when joined together will reveal the location of a treasure buried in a dungeon. 20 years later, Aarti and her boyfriend, Vijay, along with several others, will attempt to unearth this treasure - not realizing that they not only face betrayal from one of their own, but will also release and fall prey to an ageless and indestructible entity.",0.003086,/krkdLom6WIz1BZirVC3bcJ9Ty8A.jpg,"[{'name': 'Ramsay Productions', 'id': 9259}]","[{'iso_3166_1': 'IN', 'name': 'India'}]",1986-12-11,0,125,"[{'iso_639_1': 'hi', 'name': 'हिन्दी'}]",Released,,Tahkhana,False,0,0
False,,0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]",,41903,tt0093578,hi,मिस्टर इंडिया,"A poor but big-hearted man takes orphans into his home. After discovering his scientist father's invisibility device, he rises to the occasion and fights to save his children and all of India from the clutches of a megalomaniac.",0.784582,/SxBUR8Q0k4aYu03FLT9B11Fve8.jpg,"[{'name': 'Narsimha Enterprises', 'id': 64655}]","[{'iso_3166_1': 'IN', 'name': 'India'}]",1987-05-25,0,179,"[{'iso_639_1': 'hi', 'name': 'हिन्दी'}]",Released,,Mr. India,False,7.4,14
False,,0,"[{'id': 18, 'name': 'Drama'}]",,61271,tt0096252,hi,Tezaab,"Mahesh Deshmukh has joined the nation's armed forces as that he can honestly and patriotically serve the country. During his college days he has a run-in with fellow-collegian Mohini. A bet between his friends and himself ends up with him falling in love with Mohini, who subsequently realizes that he indeed has fallen in love with her, and she too reciprocates. Mohini's dad is an alcoholic and wishes that Mohini takes up dancing and prostitution so that he can get his daily dose of alchol. Mohini attempts to take refuge with Mahesh, however, cirumstances tangle Mahesh to such an extent that he is arrested, charged, and sentenced to stay away from Bombay city limits. When Mahesh returns, it is no longer the honest, and patriotic Mahesh, but a gangster named Munna, who has many old scores to settle.",0.565544,/rgeZE1GgiDSSKJSvOL2qHR0b4VC.jpg,[],"[{'iso_3166_1': 'IN', 'name': 'India'}]",1988-11-11,0,174,"[{'iso_639_1': 'hi', 'name': 'हिन्दी'}]",Released,,Tezaab,False,5.1,4
False,,0,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}]",,98122,tt0260494,hi,Veerana,"After the sudden death of her dad, Sameer, and mom, Preeti, Sahila goes to live with her grandmother and cousin in Bombay. Years later, now fully matured, she returns home to Chandanagar to live with her uncle, Mahendra Pratap, and cousin, Jasmin. This is where she will be exposed to a resurrected evil witch, Nikita, who has manifested herself in the body of Jasmin. Aided by a priest named Baba, she is determined to kill each and everyone of the remainder of the Pratap family members. And there is no known power on Earth that can stop Nikita.",1.847034,/wivYZu9sGBsuVWSikbGVcT1NL5Z.jpg,[],"[{'iso_3166_1': 'IN', 'name': 'India'}]",1988-05-06,0,145,"[{'iso_639_1': 'hi', 'name': 'हिन्दी'}]",Released,,Veerana,False,4.8,4
False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10769, 'name': 'Foreign'}, {'id': 10749, 'name': 'Romance'}]",,27624,tt0100095,hi,मैंने प्यार किया,"Karan (Alok Nath) lives in a small house with his only daughter, Suman (Bhagyashree). He decides to travel overseas in Dubai, in the Persian Gulf, so that he can accumulate enough wealth to get his daughter married. He decides to leave his daughter with his friend, Kishen Kumar choudhury (Rajiv Verma), wife Mrs. Kaushalya (Reema Lagoo), and son Prem (Salman Khan). Prem is supposed to marry Seema (Pervin Dastur), who is the only daughter of Kishen's business partner, Ranjeet (Ajit Vachani). But Prem falls in love with Suman. He woos her until she also falls in love with him. Kaushalya approves of Suman, but Kishan does not, and asks her to get out of his house and life, as he feels that she has taken advantage of his hospitality. Karan returns and is enraged at Kishan's behaviour. Prem is unhappy with his dad's decision, and he decides to leave home and be near Suman.",2.247454,/aqZ9CEbXVLrEVAZFpT2F7PAE7dV.jpg,"[{'name': 'Rajshri Productions', 'id': 66728}]","[{'iso_3166_1': 'IN', 'name': 'India'}]",1989-10-16,0,192,"[{'iso_639_1': 'hi', 'name': 'हिन्दी'}]",Released,,Maine Pyar Kiya,False,7,11
False,,0,"[{'id': 27, 'name': 'Horror'}]",,153170,tt0259877,hi,Bandh Darwaza,"Unable to conceive, Thakurain Lajjo enlists the help of her maid, Mahua, and approaches a demon named Nevla, who assures her that she will indeed give birth but if it's a daughter, then she must surrender her to him, to which she agrees. Shortly thereafter, she gives birth to a daughter, Kamya, but refuses to surrender it. Mahua poisons her, abducts Kamya, and takes her to Nevla, but Thakur Pratap Singh intervenes just in time, banishes the former to a coffin in a cavern, and rescues his daughter. 18 years later, Kamya herself will be compelled to approach and resurrect Nevla in order to win the love of Kumar - who she is obsessed with - and will do anything to make him her's forever.",0.009279,/oQGQ7ZxZHStRhKyt1yWpMJAN6JT.jpg,[],"[{'iso_3166_1': 'IN', 'name': 'India'}]",1990-05-07,0,145,"[{'iso_639_1': 'hi', 'name': 'हिन्दी'}]",Released,,Bandh Darwaza,False,0,0
False,,0,"[{'id': 27, 'name': 'Horror'}]",,301671,tt0261296,hi,Shaitani Ilaaka,"An evil sorceress feeds the blood of new brides to a Shaitan, an ancient and fearsome demon.",0.000073,/zvG6CV0ecJymU3cVVIq6uoMLH7R.jpg,"[{'name': 'Ramsay Productions', 'id': 9259}]","[{'iso_3166_1': 'IN', 'name': 'India'}]",1990-04-13,0,0,"[{'iso_639_1': 'hi', 'name': 'हिन्दी'}]",Released,,Devil's Domain,False,0,0
